# Energies per box
# Cycle, LJ_Inter, LJ_tail, LJ_Inter_Total, EL_Real, EL_Excl, EL_Self, EL_Four,                                                EL_Inter, LJ_Intra, EL_Intra, E_Bending, E_Torsion, E_Total
     29000  -0.7066821395E+006  -0.2863068560E+005  -0.7353128251E+006  -0.3015736130E+006   0.4596265447E+007  -0.5786637223E+007   0.3305398389E+005  -0.1458891405E+007  -0.1648486600E+004   0.7233081138E+006   0.3899540056E+006  -0.5890351228E+005  -0.1141494110E+007
     30000  -0.7028696976E+006  -0.2889348751E+005  -0.7317631851E+006  -0.3055458159E+006   0.4595444738E+007  -0.5786649738E+007   0.3026527196E+005  -0.1466485544E+007   0.9367126788E+003   0.7280375070E+006   0.3960461451E+006  -0.5241414571E+005  -0.1125642510E+007
     31000  -0.6991005279E+006  -0.2884078563E+005  -0.7279413135E+006  -0.3032344886E+006   0.4609166440E+007  -0.5799892648E+007   0.3056204123E+005  -0.1463398655E+007  -0.2147429954E+004   0.7244150753E+006   0.3942493314E+006  -0.6191663256E+005  -0.1136739625E+007
     32000  -0.7014684024E+006  -0.2831367392E+005  -0.7297820763E+006  -0.2981780646E+006   0.4611024329E+007  -0.5801375139E+007   0.3113088734E+005  -0.1457397987E+007  -0.1292259773E+004   0.7209571277E+006   0.4145760934E+006  -0.5923763031E+005  -0.1112176733E+007
     33000  -0.6891299117E+006  -0.2852862639E+005  -0.7176585381E+006  -0.3032607016E+006   0.4595293803E+007  -0.5786637223E+007   0.2997113670E+005  -0.1464632985E+007   0.4520369541E+003   0.7176768096E+006   0.4054267492E+006  -0.5362227243E+005  -0.1112358200E+007
     34000  -0.7020391058E+006  -0.2868435878E+005  -0.7307234646E+006  -0.3013828821E+006   0.4595028963E+007  -0.5786637223E+007   0.2826827501E+005  -0.1464722867E+007   0.6128749683E+004   0.7166813325E+006   0.4015683987E+006  -0.5290045587E+005  -0.1123968306E+007
     35000  -0.6930038357E+006  -0.2863383673E+005  -0.7216376724E+006  -0.3070559171E+006   0.4597797191E+007  -0.5789589023E+007   0.2955812485E+005  -0.1469289624E+007   0.1889426570E+004   0.7161175696E+006   0.4112125565E+006  -0.5588614726E+005  -0.1117593891E+007
     36000  -0.6998392505E+006  -0.2867434684E+005  -0.7285135974E+006  -0.3047206955E+006   0.4596229308E+007  -0.5786637223E+007   0.2891195753E+005  -0.1466216652E+007  -0.1670598362E+004   0.7140867437E+006   0.4084874194E+006  -0.5122252281E+005  -0.1125049208E+007
     37000  -0.6915214051E+006  -0.2838731986E+005  -0.7199087249E+006  -0.3079858956E+006   0.4598180964E+007  -0.5789396059E+007   0.2958129818E+005  -0.1469619692E+007   0.1510473572E+004   0.7137407323E+006   0.4065708112E+006  -0.4774064651E+005  -0.1115447047E+007
     38000  -0.6964246460E+006  -0.2853246597E+005  -0.7249571120E+006  -0.3066676445E+006   0.4595237044E+007  -0.5786637223E+007   0.3102669720E+005  -0.1467041125E+007   0.5412136732E+003   0.7115834947E+006   0.4188387668E+006  -0.4816091570E+005  -0.1109195678E+007
     39000  -0.7001185212E+006  -0.2845224185E+005  -0.7285707630E+006  -0.2989314565E+006   0.4596252378E+007  -0.5786637223E+007   0.3103607577E+005  -0.1458280225E+007  -0.3134968868E+004   0.7135204356E+006   0.4248384469E+006  -0.5004975188E+005  -0.1101676826E+007
     40000  -0.6906285293E+006  -0.2844317236E+005  -0.7190717016E+006  -0.2989705215E+006   0.4596075856E+007  -0.5786637223E+007   0.3136685260E+005  -0.1458165036E+007  -0.2858510563E+004   0.7134049244E+006   0.4154245527E+006  -0.5418881517E+005  -0.1105454586E+007
     41000  -0.7025318006E+006  -0.2837475346E+005  -0.7309065541E+006  -0.2963221298E+006   0.4611978606E+007  -0.5801228449E+007   0.3060233805E+005  -0.1454969635E+007  -0.1210449772E+005   0.7176492704E+006   0.4033735002E+006  -0.4872621902E+005  -0.1125684135E+007
