# Cycle, (volume(Ib), Ib=1,N_Box)
      1000   0.2470975527E+005
      2000   0.2467491446E+005
      3000   0.2482006413E+005
      4000   0.2468177503E+005
      5000   0.2455610808E+005
      6000   0.2453337546E+005
      7000   0.2443631494E+005
      8000   0.2466277236E+005
      9000   0.2479895838E+005
     10000   0.2478909676E+005
     11000   0.2450638880E+005
     12000   0.2455157178E+005
     13000   0.2441672227E+005
     14000   0.2477620467E+005
     15000   0.2456783987E+005
     16000   0.2470603668E+005
     17000   0.2457118505E+005
     18000   0.2439858506E+005
     19000   0.2470976971E+005
     20000   0.2470381637E+005
     21000   0.2465272917E+005
     22000   0.2496477379E+005
     23000   0.2498697184E+005
     24000   0.2459044987E+005
     25000   0.2437677406E+005
     26000   0.2467868149E+005
     27000   0.2465407847E+005
     28000   0.2436238292E+005
     29000   0.2456855050E+005
     30000   0.2438711337E+005
     31000   0.2443167688E+005
     32000   0.2488651800E+005
     33000   0.2469498879E+005
     34000   0.2456060084E+005
     35000   0.2460825499E+005
     36000   0.2455419962E+005
     37000   0.2482195427E+005
     38000   0.2467206670E+005
     39000   0.2472481372E+005
     40000   0.2476980272E+005
     41000   0.2483294723E+005
     42000   0.2464358402E+005
     43000   0.2487007564E+005
     44000   0.2458282668E+005
     45000   0.2454059801E+005
     46000   0.2422769284E+005
     47000   0.2432396291E+005
     48000   0.2442642764E+005
     49000   0.2441693596E+005
     50000   0.2470667726E+005
     51000   0.2443625963E+005
     52000   0.2466325604E+005
     53000   0.2434931637E+005
     54000   0.2455701804E+005
     55000   0.2442163800E+005
     56000   0.2455853473E+005
     57000   0.2454131486E+005
     58000   0.2480932867E+005
     59000   0.2478648193E+005
     60000   0.2474592736E+005
     61000   0.2484064554E+005
     62000   0.2489150642E+005
     63000   0.2484838381E+005
     64000   0.2485584683E+005
     65000   0.2465521834E+005
     66000   0.2457388463E+005
     67000   0.2450469137E+005
     68000   0.2428541735E+005
     69000   0.2460937880E+005
     70000   0.2470278417E+005
     71000   0.2482385564E+005
     72000   0.2471758322E+005
     73000   0.2484687930E+005
     74000   0.2466462658E+005
     75000   0.2494088984E+005
     76000   0.2480712108E+005
     77000   0.2462575436E+005
     78000   0.2488799512E+005
     79000   0.2461435487E+005
     80000   0.2485358450E+005
     81000   0.2483705453E+005
     82000   0.2466233853E+005
     83000   0.2490943809E+005
     84000   0.2474376005E+005
     85000   0.2487968806E+005
     86000   0.2467722678E+005
     87000   0.2481459550E+005
     88000   0.2497390606E+005
