# Lambda, Enthalpy^2/Volume
 0.0000000   0.5457602593E+008
 0.0101010   0.5472971022E+008
 0.0202020   0.5464066729E+008
 0.0303030   0.5463156337E+008
 0.0404040   0.5463107789E+008
 0.0505051   0.5466998666E+008
 0.0606061   0.5465301509E+008
 0.0707071   0.5456710774E+008
 0.0808081   0.5460373273E+008
 0.0909091   0.5463675634E+008
 0.1010101   0.5463711710E+008
 0.1111111   0.5458127288E+008
 0.1212121   0.5460628276E+008
 0.1313131   0.5467061848E+008
 0.1414141   0.5458319775E+008
 0.1515152   0.5466625173E+008
 0.1616162   0.5455580168E+008
 0.1717172   0.5453664599E+008
 0.1818182   0.5459583412E+008
 0.1919192   0.5467215686E+008
 0.2020202   0.5460782335E+008
 0.2121212   0.5456257699E+008
 0.2222222   0.5463727678E+008
 0.2323232   0.5467896931E+008
 0.2424242   0.5461157383E+008
 0.2525253   0.5463344181E+008
 0.2626263   0.5459623815E+008
 0.2727273   0.5461423067E+008
 0.2828283   0.5471503696E+008
 0.2929293   0.5467731595E+008
 0.3030303   0.5469451937E+008
 0.3131313   0.5469974680E+008
 0.3232323   0.5474932473E+008
 0.3333333   0.5469401679E+008
 0.3434343   0.5471565962E+008
 0.3535354   0.5473606424E+008
 0.3636364   0.5473064377E+008
 0.3737374   0.5471762872E+008
 0.3838384   0.5475215670E+008
 0.3939394   0.5466431292E+008
 0.4040404   0.5474086977E+008
 0.4141414   0.5471312446E+008
 0.4242424   0.5470560060E+008
 0.4343434   0.5472899176E+008
 0.4444444   0.5467793989E+008
 0.4545455   0.5472426630E+008
 0.4646465   0.5474060809E+008
 0.4747475   0.5478008696E+008
 0.4848485   0.5476470030E+008
 0.4949495   0.5474606161E+008
 0.5050505   0.5475829217E+008
 0.5151515   0.5475863219E+008
 0.5252525   0.5478423219E+008
 0.5353535   0.5477808102E+008
 0.5454545   0.5476132838E+008
 0.5555556   0.5479334759E+008
 0.5656566   0.5484745336E+008
 0.5757576   0.5482521466E+008
 0.5858586   0.5484323723E+008
 0.5959596   0.5482865380E+008
 0.6060606   0.5485111967E+008
