# Lambda, (Probability, Probability_biased(/observed)) per Fractional
 0.0000000   0.1872148901E+001   0.1009287129E+001
 0.0101010   0.1878529987E+001   0.9959801980E+000
 0.0202020   0.1869306389E+001   0.1000376238E+001
 0.0303030   0.1750356641E+001   0.9915247525E+000
 0.0404040   0.1725873958E+001   0.1009108911E+001
 0.0505051   0.1626599567E+001   0.1005504950E+001
 0.0606061   0.1500513947E+001   0.9604950495E+000
 0.0707071   0.1398734084E+001   0.9651485149E+000
 0.0808081   0.1290063255E+001   0.9805940594E+000
 0.0909091   0.1221803272E+001   0.1012000000E+001
 0.1010101   0.1114289300E+001   0.1024732673E+001
 0.1111111   0.1002724909E+001   0.9902970297E+000
 0.1212121   0.8942183081E+000   0.9977227723E+000
 0.1313131   0.8044988327E+000   0.1008554455E+001
 0.1414141   0.7256614529E+000   0.1014594059E+001
 0.1515152   0.6519651666E+000   0.1022613861E+001
 0.1616162   0.5823393554E+000   0.1015425743E+001
 0.1717172   0.5551505705E+000   0.1077267327E+001
 0.1818182   0.4883373651E+000   0.1044495050E+001
 0.1919192   0.4216890070E+000   0.1019940594E+001
 0.2020202   0.4078450113E+000   0.1059683168E+001
 0.2121212   0.3724109399E+000   0.1073960396E+001
 0.2222222   0.3445326108E+000   0.1073722772E+001
 0.2323232   0.3352005073E+000   0.1129524752E+001
 0.2424242   0.3084313212E+000   0.1106000000E+001
 0.2525253   0.2993233256E+000   0.1115742574E+001
 0.2626263   0.2893425190E+000   0.1161801980E+001
 0.2727273   0.2824767293E+000   0.1165960396E+001
 0.2828283   0.2645757958E+000   0.1129326733E+001
 0.2929293   0.2691263382E+000   0.1178118812E+001
 0.3030303   0.2639629097E+000   0.1175920792E+001
 0.3131313   0.2656530744E+000   0.1194772277E+001
 0.3232323   0.2575522285E+000   0.1157405941E+001
 0.3333333   0.2557252981E+000   0.1159425743E+001
 0.3434343   0.2692698494E+000   0.1195702970E+001
 0.3535354   0.2562177736E+000   0.1135386139E+001
 0.3636364   0.2601627662E+000   0.1142891089E+001
 0.3737374   0.2644807206E+000   0.1133782178E+001
 0.3838384   0.2836152094E+000   0.1191128713E+001
 0.3939394   0.2895403868E+000   0.1173346535E+001
 0.4040404   0.2946713473E+000   0.1148336634E+001
 0.4141414   0.3098499196E+000   0.1174831683E+001
 0.4242424   0.3065309367E+000   0.1092950495E+001
 0.4343434   0.3387966648E+000   0.1159564356E+001
 0.4444444   0.3624097361E+000   0.1157603960E+001
 0.4545455   0.3643550089E+000   0.1112910891E+001
 0.4646465   0.3745086680E+000   0.1091940594E+001
 0.4747475   0.4045480594E+000   0.1112316832E+001
 0.4848485   0.4241522900E+000   0.1112732673E+001
 0.4949495   0.4550763735E+000   0.1105029703E+001
 0.5050505   0.4738639742E+000   0.1097663366E+001
 0.5151515   0.5105650939E+000   0.1101247525E+001
 0.5252525   0.5340112594E+000   0.1066455446E+001
 0.5353535   0.5438377994E+000   0.1022871287E+001
 0.5454545   0.6071303245E+000   0.1064693069E+001
 0.5555556   0.6261899968E+000   0.1019940594E+001
 0.5656566   0.6867099877E+000   0.1049287129E+001
 0.5757576   0.7255632618E+000   0.1018079208E+001
 0.5858586   0.7799307113E+000   0.1016257426E+001
 0.5959596   0.8296787314E+000   0.1002891089E+001
 0.6060606   0.8382090493E+000   0.9700198020E+000
 0.6161616   0.8518555682E+000   0.9846336634E+000
 0.6262626   0.8504751818E+000   0.9725346535E+000
 0.6363636   0.8932569626E+000   0.9985742574E+000
 0.6464646   0.8788244069E+000   0.9778217822E+000
 0.6565657   0.8789048604E+000   0.9510693069E+000
 0.6666667   0.9169966769E+000   0.9790297030E+000
 0.6767677   0.9168874893E+000   0.9635247525E+000
 0.6868687   0.9516045888E+000   0.9794455446E+000
 0.6969697   0.9551465709E+000   0.9606930693E+000
 0.7070707   0.9928879786E+000   0.9759009901E+000
 0.7171717   0.1031691601E+001   0.9807326733E+000
 0.7272727   0.1033689753E+001   0.9585346535E+000
 0.7373737   0.1041113048E+001   0.9387128713E+000
 0.7474747   0.1094221245E+001   0.9387326733E+000
 0.7575758   0.1115401050E+001   0.9364950495E+000
 0.7676768   0.1149095776E+001   0.9325940594E+000
 0.7777778   0.1186132736E+001   0.9377623762E+000
 0.7878788   0.1224510401E+001   0.9205742574E+000
 0.7979798   0.1318017326E+001   0.9571089109E+000
 0.8080808   0.1297111248E+001   0.8993861386E+000
 0.8181818   0.1358158045E+001   0.8934059406E+000
 0.8282828   0.1410213256E+001   0.8968712871E+000
 0.8383838   0.1488005659E+001   0.8940594059E+000
 0.8484848   0.1489736608E+001   0.8526930693E+000
 0.8585859   0.1605156929E+001   0.8674653465E+000
 0.8686869   0.1629277343E+001   0.8358217822E+000
 0.8787879   0.1711402046E+001   0.8303762376E+000
 0.8888889   0.1872407125E+001   0.8600000000E+000
 0.8989899   0.1818610273E+001   0.7714059406E+000
 0.9090909   0.2029005385E+001   0.8157227723E+000
 0.9191919   0.2027767964E+001   0.7759207921E+000
 0.9292929   0.2146501934E+001   0.7633465347E+000
 0.9393939   0.2312348534E+001   0.7699801980E+000
 0.9494949   0.2391468706E+001   0.7446534653E+000
 0.9595960   0.2522904621E+001   0.7345148515E+000
 0.9696970   0.2711161661E+001   0.7436039604E+000
 0.9797980   0.2807058296E+001   0.7056435644E+000
 0.9898990   0.3012731050E+001   0.7044950495E+000
 1.0000000   0.3073421320E+001   0.6992673267E+000


 0.0000000   0.1137117316E+001   0.7138118812E+000
 0.0101010   0.1131170581E+001   0.6983366337E+000
 0.0202020   0.1115919373E+001   0.6953762376E+000
 0.0303030   0.1066351572E+001   0.7033663366E+000
 0.0404040   0.1028620812E+001   0.7003069307E+000
 0.0505051   0.1002543241E+001   0.7216237624E+000
 0.0606061   0.9322507559E+000   0.6948514851E+000
 0.0707071   0.8690283560E+000   0.6982277228E+000
 0.0808081   0.7842555582E+000   0.6941287129E+000
 0.0909091   0.7388645860E+000   0.7126039604E+000
 0.1010101   0.6804256139E+000   0.7286138614E+000
 0.1111111   0.6042498368E+000   0.6948712871E+000
 0.1212121   0.5458874352E+000   0.7092079208E+000
 0.1313131   0.4913500137E+000   0.7172475248E+000
 0.1414141   0.4373201241E+000   0.7119702970E+000
 0.1515152   0.4051023284E+000   0.7398712871E+000
 0.1616162   0.3563162348E+000   0.7234554455E+000
 0.1717172   0.3286200720E+000   0.7425247525E+000
 0.1818182   0.2983269200E+000   0.7429900990E+000
 0.1919192   0.2606174267E+000   0.7339900990E+000
 0.2020202   0.2493397768E+000   0.7543564356E+000
 0.2121212   0.2222145947E+000   0.7461782178E+000
 0.2222222   0.2118734201E+000   0.7688514851E+000
 0.2323232   0.2038086997E+000   0.7996831683E+000
 0.2424242   0.1883153972E+000   0.7862970297E+000
 0.2525253   0.1838230011E+000   0.7978613861E+000
 0.2626263   0.1809025512E+000   0.8458019802E+000
 0.2727273   0.1736604516E+000   0.8346534653E+000
 0.2828283   0.1646865638E+000   0.8185247525E+000
 0.2929293   0.1696192768E+000   0.8645940594E+000
 0.3030303   0.1693004201E+000   0.8782079208E+000
 0.3131313   0.1697058075E+000   0.8887326733E+000
 0.3232323   0.1672181854E+000   0.8750000000E+000
 0.3333333   0.1691973710E+000   0.8932376238E+000
 0.3434343   0.1806639878E+000   0.9341386139E+000
 0.3535354   0.1769463915E+000   0.9130198020E+000
 0.3636364   0.1823680064E+000   0.9328514851E+000
 0.3737374   0.1876261106E+000   0.9365544554E+000
 0.3838384   0.1992639149E+000   0.9744554455E+000
 0.3939394   0.2064741413E+000   0.9742871287E+000
 0.4040404   0.2144848796E+000   0.9732673267E+000
 0.4141414   0.2273068530E+000   0.1003554455E+001
 0.4242424   0.2335319528E+000   0.9695643564E+000
 0.4343434   0.2558940483E+000   0.1019811881E+001
 0.4444444   0.2729680866E+000   0.1015257426E+001
 0.4545455   0.2882463154E+000   0.1025188119E+001
 0.4646465   0.3026630279E+000   0.1027544554E+001
 0.4747475   0.3261305630E+000   0.1044128713E+001
 0.4848485   0.3490542462E+000   0.1066267327E+001
 0.4949495   0.3764903685E+000   0.1064504950E+001
 0.5050505   0.4037790535E+000   0.1089089109E+001
 0.5151515   0.4380947567E+000   0.1100287129E+001
 0.5252525   0.4726890824E+000   0.1099188119E+001
 0.5353535   0.4996701437E+000   0.1094306931E+001
 0.5454545   0.5394988770E+000   0.1101633663E+001
 0.5555556   0.5916201366E+000   0.1122059406E+001
 0.5656566   0.6353111448E+000   0.1130346535E+001
 0.5757576   0.6995471393E+000   0.1142950495E+001
 0.5858586   0.7534502063E+000   0.1143158416E+001
 0.5959596   0.8403223191E+000   0.1182752475E+001
 0.6060606   0.8605523272E+000   0.1159603960E+001
 0.6161616   0.8835118624E+000   0.1189118812E+001
 0.6262626   0.8856403223E+000   0.1179247525E+001
 0.6363636   0.9105744510E+000   0.1185287129E+001
 0.6464646   0.9053682603E+000   0.1172970297E+001
 0.6565657   0.9221667793E+000   0.1161940594E+001
 0.6666667   0.9513010562E+000   0.1182633663E+001
 0.6767677   0.9707422330E+000   0.1187831683E+001
 0.6868687   0.1005496441E+001   0.1205059406E+001
 0.6969697   0.1011684576E+001   0.1184851485E+001
 0.7070707   0.1043593815E+001   0.1194376238E+001
 0.7171717   0.1085593379E+001   0.1201633663E+001
 0.7272727   0.1109033810E+001   0.1197475248E+001
 0.7373737   0.1141357926E+001   0.1198287129E+001
 0.7474747   0.1176381413E+001   0.1175138614E+001
 0.7575758   0.1216276166E+001   0.1189079208E+001
 0.7676768   0.1270171877E+001   0.1200336634E+001
 0.7777778   0.1316791457E+001   0.1212217822E+001
 0.7878788   0.1378941862E+001   0.1207108911E+001
 0.7979798   0.1458650297E+001   0.1233376238E+001
 0.8080808   0.1476801636E+001   0.1192326733E+001
 0.8181818   0.1566647906E+001   0.1199980198E+001
 0.8282828   0.1622454425E+001   0.1201495050E+001
 0.8383838   0.1710064989E+001   0.1196405941E+001
 0.8484848   0.1802642219E+001   0.1201425743E+001
 0.8585859   0.1874536013E+001   0.1179594059E+001
 0.8686869   0.1949395942E+001   0.1164455446E+001
 0.8787879   0.2054916083E+001   0.1160970297E+001
 0.8888889   0.2214152288E+001   0.1184158416E+001
 0.8989899   0.2296227189E+001   0.1134128713E+001
